transaction_id,timestamp,amount,hour,customer_age,account_age_days,num_transactions,previous_chargebacks,previous_returns,device_type,payment_method,location,transaction_frequency,failed_payment_attempts,is_new_device,days_since_last_transaction,avg_transaction_amount,merchant_category,is_fraud
TXN-100350,2026-07-25 16:14:48.387296+00:00,36.25,10,69,268,25,0,0,mobile,bank_transfer,AU-SYD,2.18,3,0,3,27.96,grocery,0
TXN-100351,2026-07-25 17:31:52.387296+00:00,51.27,18,52,298,41,0,1,tablet,credit_card,IN-DEL,1.86,0,1,10,31.13,grocery,0
TXN-100352,2026-07-26 07:40:32.387296+00:00,44.2,12,54,4000,10,1,2,mobile,credit_card,IN-DEL,1.96,1,0,1,54.93,fashion,0
TXN-100353,2026-07-26 08:35:58.387296+00:00,198.41,17,26,606,25,0,0,mobile,credit_card,US-NY,3.13,0,0,0,94.36,grocery,0
TXN-100354,2026-07-26 08:51:54.387296+00:00,210.17,10,61,59,33,0,0,mobile,bank_transfer,DE-BER,3.09,2,0,10,136.02,electronics,0
TXN-100355,2026-07-26 22:59:41.387296+00:00,98.5,9,39,360,72,0,0,mobile,debit_card,FR-PAR,0.9,0,0,15,59.83,grocery,0
TXN-100356,2026-07-27 00:15:12.387296+00:00,55.66,4,38,155,41,0,1,desktop,bank_transfer,GB-LON,0.99,2,0,24,48.45,grocery,0
TXN-100357,2026-07-27 02:26:19.387296+00:00,56.01,12,18,884,16,0,1,mobile,debit_card,DE-BER,3.27,2,1,6,64.5,grocery,0
TXN-100358,2026-07-27 14:54:11.387296+00:00,23.79,15,32,118,22,0,2,mobile,credit_card,US-CA,4.16,1,0,0,38.21,subscriptions,0
TXN-100359,2026-07-27 17:58:54.387296+00:00,115.49,18,39,704,14,0,0,desktop,debit_card,BR-SAO,2.94,2,0,0,57.57,subscriptions,0
TXN-100360,2026-07-27 23:07:55.387296+00:00,129.74,8,73,29,35,0,0,mobile,wallet,SG-SIN,2.14,0,0,18,39.51,digital_goods,0
TXN-100361,2026-07-28 06:53:29.387296+00:00,56.38,15,30,357,14,0,1,desktop,credit_card,FR-PAR,7.49,4,0,6,39.07,digital_goods,0
TXN-100362,2026-07-28 16:08:10.387296+00:00,66.73,13,61,169,18,0,4,mobile,credit_card,BR-SAO,1.98,0,1,3,78.96,grocery,0
TXN-100363,2026-07-28 16:32:28.387296+00:00,106.0,21,74,722,15,0,1,desktop,credit_card,GB-LON,5.57,0,0,2,106.41,luxury,0
TXN-100364,2026-07-28 21:59:42.387296+00:00,20.71,21,28,91,65,0,2,mobile,credit_card,GB-LON,2.49,0,0,0,34.98,travel,0
TXN-100365,2026-07-29 11:44:19.387296+00:00,27.81,11,21,402,111,0,1,desktop,paypal,DE-BER,4.24,0,0,5,63.56,grocery,0
TXN-100366,2026-07-29 12:05:35.387296+00:00,79.83,13,73,227,16,0,2,desktop,wallet,GB-LON,1.89,0,0,11,52.16,luxury,0
TXN-100367,2026-07-30 02:15:47.387296+00:00,59.7,20,23,83,38,0,0,desktop,debit_card,IN-DEL,4.66,0,0,3,89.02,luxury,0
TXN-100368,2026-07-30 03:56:08.387296+00:00,78.88,16,23,484,13,0,1,desktop,wallet,FR-PAR,4.51,2,0,0,83.44,fashion,0
TXN-100369,2026-07-30 07:50:26.387296+00:00,75.94,6,45,608,29,0,1,desktop,credit_card,SG-SIN,3.27,0,0,6,61.24,digital_goods,0
TXN-100370,2026-07-30 08:42:59.387296+00:00,45.9,12,35,286,22,0,0,desktop,paypal,US-NY,6.43,0,0,4,54.64,fashion,0
TXN-100371,2026-07-30 10:08:32.387296+00:00,103.38,18,60,24,59,0,0,mobile,debit_card,AU-SYD,2.23,2,0,22,94.3,electronics,0
TXN-100372,2026-07-30 16:30:06.387296+00:00,45.96,7,58,406,58,0,1,mobile,paypal,FR-PAR,2.01,0,0,0,38.44,travel,1
TXN-100373,2026-07-30 18:07:33.387296+00:00,105.6,8,65,127,22,0,1,mobile,bank_transfer,FR-PAR,0.65,1,0,3,137.35,grocery,0
TXN-100374,2026-07-30 23:11:22.387296+00:00,149.88,23,49,40,4,2,1,mobile,wallet,US-NY,2.76,0,1,12,99.05,grocery,0
TXN-100375,2026-07-31 05:24:06.387296+00:00,49.16,12,44,360,81,0,0,mobile,debit_card,GB-LON,8.83,0,0,2,38.71,electronics,0
TXN-100376,2026-07-31 22:33:11.387296+00:00,118.07,15,32,259,15,0,2,mobile,debit_card,US-NY,0.51,1,0,11,47.01,electronics,0
TXN-100377,2026-07-31 22:58:40.387296+00:00,37.6,5,24,179,74,0,0,mobile,debit_card,FR-PAR,5.31,1,1,3,51.46,fashion,0
TXN-100378,2026-07-31 23:11:58.387296+00:00,27.29,8,39,27,47,0,0,mobile,credit_card,US-TX,4.51,1,0,0,27.03,digital_goods,0
TXN-100379,2026-08-01 12:12:17.387296+00:00,54.89,11,34,88,17,0,0,desktop,wallet,BR-SAO,0.6,3,0,13,52.98,subscriptions,0
TXN-100380,2026-08-01 14:30:10.387296+00:00,81.48,15,28,88,5,1,0,desktop,credit_card,DE-BER,3.2,0,0,5,90.79,travel,1
TXN-100381,2026-08-02 02:36:35.387296+00:00,14.25,9,57,451,19,1,1,mobile,debit_card,US-TX,1.29,0,0,0,47.43,fashion,0
TXN-100382,2026-08-02 09:16:38.387296+00:00,116.07,8,60,223,38,0,1,mobile,paypal,GB-LON,1.75,2,1,14,117.34,travel,0
TXN-100383,2026-08-02 11:03:06.387296+00:00,18.79,12,59,66,10,0,2,mobile,credit_card,AU-SYD,1.92,4,0,8,27.92,subscriptions,0
TXN-100384,2026-08-02 14:02:44.387296+00:00,160.83,19,21,146,8,0,1,desktop,paypal,DE-BER,3.1,0,0,1,170.38,digital_goods,0
TXN-100385,2026-08-02 19:39:17.387296+00:00,143.72,14,33,942,55,0,1,mobile,credit_card,US-NY,1.17,0,0,9,134.53,grocery,0
TXN-100386,2026-08-02 22:44:53.387296+00:00,90.74,14,65,163,15,1,0,mobile,credit_card,GB-LON,0.3,0,0,20,75.33,electronics,1
TXN-100387,2026-08-03 09:26:34.387296+00:00,81.89,9,54,581,38,0,2,tablet,credit_card,SG-SIN,3.08,0,0,9,100.11,subscriptions,0
TXN-100388,2026-08-03 16:35:46.387296+00:00,44.32,21,49,195,16,0,1,tablet,bank_transfer,US-NY,0.1,0,0,2,53.17,fashion,0
TXN-100389,2026-08-03 22:27:03.387296+00:00,53.0,10,31,408,72,4,0,desktop,bank_transfer,GB-LON,4.27,0,0,11,69.14,subscriptions,1
TXN-100390,2026-08-04 02:12:07.387296+00:00,16.33,17,56,452,4,0,1,desktop,credit_card,AU-SYD,1.25,2,0,0,68.24,subscriptions,0
TXN-100391,2026-08-04 03:14:09.387296+00:00,43.99,14,66,518,11,0,1,desktop,debit_card,BR-SAO,2.15,5,0,4,59.98,travel,0
TXN-100392,2026-08-04 03:54:03.387296+00:00,44.75,19,61,349,17,0,2,desktop,debit_card,AU-SYD,6.86,0,0,4,61.66,fashion,0
TXN-100393,2026-08-04 06:06:19.387296+00:00,9.4,17,62,200,4,0,2,desktop,credit_card,IN-DEL,2.25,2,0,1,24.62,electronics,0
TXN-100394,2026-08-04 06:19:23.387296+00:00,90.92,20,54,521,18,2,0,mobile,bank_transfer,IN-DEL,4.41,0,0,0,71.18,subscriptions,0
TXN-100395,2026-08-04 07:05:32.387296+00:00,137.19,11,57,127,90,0,0,mobile,credit_card,FR-PAR,1.42,0,1,4,119.29,luxury,0
TXN-100396,2026-08-04 10:47:55.387296+00:00,102.12,10,36,297,34,0,0,mobile,debit_card,BR-SAO,2.6,0,0,1,98.11,luxury,0
TXN-100397,2026-08-04 11:34:52.387296+00:00,26.06,15,66,146,24,0,2,mobile,credit_card,FR-PAR,14.92,3,0,1,31.47,electronics,1
TXN-100398,2026-08-04 16:58:07.387296+00:00,185.73,9,38,578,19,0,0,tablet,paypal,AU-SYD,2.51,1,0,0,73.05,fashion,0
TXN-100399,2026-08-04 18:09:48.387296+00:00,70.56,16,77,407,5,0,2,mobile,debit_card,IN-DEL,2.02,0,0,2,100.96,digital_goods,0
TXN-100400,2026-08-04 18:18:55.387296+00:00,36.03,12,73,279,29,0,2,mobile,bank_transfer,DE-BER,2.28,0,0,1,54.28,travel,0
TXN-100401,2026-08-05 00:00:42.387296+00:00,178.13,10,30,108,49,0,2,desktop,credit_card,FR-PAR,3.02,0,1,1,38.09,electronics,0
TXN-100402,2026-08-05 01:23:04.387296+00:00,69.28,16,31,252,9,0,2,mobile,credit_card,US-TX,1.06,3,0,0,75.96,fashion,1
TXN-100403,2026-08-05 01:35:40.387296+00:00,145.67,14,57,205,13,0,2,mobile,credit_card,DE-BER,4.23,1,0,3,102.37,electronics,0
TXN-100404,2026-08-05 04:25:57.387296+00:00,31.53,16,53,299,30,0,0,desktop,credit_card,AU-SYD,2.53,1,1,1,26.18,fashion,0
TXN-100405,2026-08-05 11:38:34.387296+00:00,14.7,19,28,211,8,0,0,desktop,credit_card,AU-SYD,4.08,0,0,14,29.45,subscriptions,0
TXN-100406,2026-08-05 12:21:57.387296+00:00,69.03,10,75,146,49,0,1,desktop,debit_card,DE-BER,3.08,1,1,2,47.94,electronics,1
TXN-100407,2026-08-05 16:58:59.387296+00:00,78.85,23,71,2210,51,0,1,mobile,bank_transfer,DE-BER,3.25,3,0,17,91.63,grocery,0
TXN-100408,2026-08-05 19:05:27.387296+00:00,146.94,15,29,125,13,0,0,mobile,wallet,FR-PAR,3.35,0,0,1,130.6,digital_goods,0
TXN-100409,2026-08-05 23:34:45.387296+00:00,113.37,18,77,286,10,0,0,desktop,paypal,US-CA,1.82,1,0,13,48.27,fashion,0
TXN-100410,2026-08-06 17:02:25.387296+00:00,111.25,10,74,143,89,0,0,mobile,credit_card,AU-SYD,1.2,2,0,4,65.6,travel,0
TXN-100411,2026-08-07 02:38:19.387296+00:00,27.46,8,32,543,18,0,2,tablet,debit_card,US-TX,5.31,2,0,0,61.34,luxury,0
TXN-100412,2026-08-07 06:11:26.387296+00:00,37.68,7,69,211,16,0,1,mobile,credit_card,IN-DEL,3.05,0,0,1,28.74,electronics,0
TXN-100413,2026-08-07 07:49:57.387296+00:00,65.98,12,65,340,296,0,1,desktop,paypal,GB-LON,2.89,0,0,8,73.38,electronics,1
TXN-100414,2026-08-07 08:12:49.387296+00:00,32.45,8,32,190,22,0,1,mobile,paypal,DE-BER,1.07,1,0,17,58.86,luxury,0
TXN-100415,2026-08-07 14:41:03.387296+00:00,71.2,11,40,115,11,0,1,desktop,paypal,SG-SIN,0.44,0,0,1,96.33,fashion,0
TXN-100416,2026-08-07 14:58:10.387296+00:00,119.75,10,44,246,80,0,3,mobile,paypal,US-CA,5.17,2,0,0,107.25,electronics,0
TXN-100417,2026-08-07 19:19:21.387296+00:00,90.83,13,20,66,6,0,2,desktop,credit_card,US-NY,1.43,1,0,8,42.38,subscriptions,0
TXN-100418,2026-08-07 21:24:29.387296+00:00,57.11,1,64,161,3,0,0,mobile,wallet,IN-DEL,3.67,3,0,0,48.4,travel,0
TXN-100419,2026-08-07 22:03:14.387296+00:00,444.52,11,36,360,84,0,1,desktop,paypal,US-TX,4.14,0,0,1,159.59,luxury,0
TXN-100420,2026-08-08 02:36:07.387296+00:00,20.07,21,39,78,2,0,1,desktop,bank_transfer,SG-SIN,3.15,6,0,14,47.43,fashion,0
TXN-100421,2026-08-08 06:25:42.387296+00:00,142.31,11,76,37,3,0,2,mobile,debit_card,SG-SIN,2.19,0,0,1,64.3,subscriptions,1
TXN-100422,2026-08-08 10:13:09.387296+00:00,72.18,22,60,291,9,0,2,desktop,debit_card,IN-DEL,7.71,1,0,0,53.65,grocery,0
TXN-100423,2026-08-08 16:29:33.387296+00:00,85.15,6,42,180,94,0,1,mobile,paypal,BR-SAO,2.93,0,0,2,87.27,grocery,0
TXN-100424,2026-08-08 18:19:44.387296+00:00,27.35,0,64,109,9,0,2,tablet,credit_card,FR-PAR,2.44,0,1,1,59.15,digital_goods,0
TXN-100425,2026-08-08 22:11:22.387296+00:00,135.32,14,64,638,46,0,2,desktop,credit_card,SG-SIN,1.79,0,0,2,104.43,subscriptions,0
TXN-100426,2026-08-09 04:33:30.387296+00:00,107.32,10,33,384,19,1,1,tablet,credit_card,FR-PAR,3.0,1,0,3,60.97,fashion,0
TXN-100427,2026-08-09 20:06:59.387296+00:00,53.12,17,62,77,102,0,3,desktop,paypal,GB-LON,3.05,2,0,0,28.27,fashion,0
TXN-100428,2026-08-09 20:29:46.387296+00:00,49.95,14,56,84,33,0,2,desktop,paypal,US-TX,2.3,0,1,8,77.52,luxury,0
TXN-100429,2026-08-09 22:42:16.387296+00:00,44.02,18,22,145,92,0,3,mobile,credit_card,GB-LON,1.93,0,0,1,49.82,grocery,0
TXN-100430,2026-08-10 05:56:09.387296+00:00,248.11,9,41,66,134,0,2,desktop,debit_card,DE-BER,1.72,1,0,0,146.25,subscriptions,0
TXN-100431,2026-08-10 05:56:37.387296+00:00,257.02,22,33,116,31,0,2,desktop,credit_card,DE-BER,1.73,0,0,4,177.78,fashion,0
TXN-100432,2026-08-10 13:36:08.387296+00:00,252.29,6,42,204,11,0,3,mobile,wallet,US-TX,2.29,0,0,4,118.71,grocery,0
TXN-100433,2026-08-10 14:50:41.387296+00:00,49.83,18,39,606,76,0,6,mobile,credit_card,AU-SYD,2.38,1,0,33,57.27,electronics,0
TXN-100434,2026-08-10 16:05:41.387296+00:00,111.88,4,25,198,20,0,2,mobile,wallet,US-CA,0.99,0,0,4,68.15,grocery,1
TXN-100435,2026-08-10 18:15:01.387296+00:00,49.9,2,61,221,22,0,2,desktop,debit_card,IN-DEL,1.7,1,0,7,85.03,subscriptions,0
TXN-100436,2026-08-10 20:53:50.387296+00:00,61.1,10,40,299,26,0,1,mobile,debit_card,BR-SAO,1.23,1,0,18,41.22,grocery,0
TXN-100437,2026-08-11 06:26:05.387296+00:00,43.55,9,31,579,7,0,2,mobile,debit_card,GB-LON,2.38,0,0,2,146.21,luxury,0
TXN-100438,2026-08-11 07:24:55.387296+00:00,20.89,9,72,430,11,0,0,mobile,credit_card,US-NY,2.83,0,0,3,31.03,travel,0
TXN-100439,2026-08-11 10:49:27.387296+00:00,15.5,21,31,608,109,0,2,mobile,bank_transfer,SG-SIN,1.64,0,1,3,17.23,grocery,0
TXN-100440,2026-08-11 13:03:19.387296+00:00,215.32,17,70,262,14,0,1,desktop,credit_card,US-TX,0.36,4,0,3,118.52,subscriptions,0
TXN-100441,2026-08-12 01:06:10.387296+00:00,20.37,13,47,975,68,0,0,desktop,paypal,US-TX,3.59,0,0,3,30.6,digital_goods,0
TXN-100442,2026-08-12 03:06:42.387296+00:00,48.37,22,25,1747,113,0,2,desktop,credit_card,SG-SIN,3.31,1,0,3,30.48,fashion,0
TXN-100443,2026-08-12 05:33:17.387296+00:00,29.42,0,36,675,9,0,0,mobile,credit_card,SG-SIN,0.86,0,0,14,20.32,grocery,0
TXN-100444,2026-08-12 06:28:33.387296+00:00,41.11,15,58,793,42,0,3,mobile,bank_transfer,US-CA,4.52,0,0,2,40.63,electronics,0
TXN-100445,2026-08-12 11:07:25.387296+00:00,79.67,12,28,175,16,0,3,mobile,paypal,SG-SIN,0.88,1,0,5,141.26,grocery,0
TXN-100446,2026-08-12 17:00:25.387296+00:00,76.07,16,29,141,22,0,0,desktop,credit_card,US-TX,1.74,0,0,13,49.95,luxury,0
TXN-100447,2026-08-12 17:12:25.387296+00:00,240.78,14,46,344,48,0,1,mobile,credit_card,BR-SAO,3.08,3,1,0,129.07,electronics,1
TXN-100448,2026-08-13 04:02:00.387296+00:00,20.76,21,75,85,4,0,1,desktop,bank_transfer,US-NY,3.74,2,0,2,37.27,grocery,0
TXN-100449,2026-08-13 10:20:14.387296+00:00,114.66,1,45,134,26,0,1,mobile,credit_card,GB-LON,5.54,0,0,7,81.57,luxury,0
TXN-100450,2026-08-13 10:20:49.387296+00:00,42.6,21,31,706,9,0,1,mobile,paypal,IN-DEL,6.49,1,1,4,76.82,electronics,1
TXN-100451,2026-08-13 13:06:28.387296+00:00,179.2,11,23,331,21,0,3,mobile,credit_card,US-TX,4.34,0,0,1,106.86,luxury,0
TXN-100452,2026-08-13 14:02:39.387296+00:00,92.39,4,25,745,12,0,1,mobile,paypal,SG-SIN,5.46,0,0,12,91.99,fashion,0
TXN-100453,2026-08-13 14:54:55.387296+00:00,212.47,18,76,64,24,0,2,mobile,debit_card,GB-LON,2.8,0,0,8,116.72,luxury,0
TXN-100454,2026-08-13 15:46:54.387296+00:00,70.6,12,64,378,44,0,0,desktop,credit_card,IN-DEL,2.0,4,0,0,72.36,digital_goods,0
TXN-100455,2026-08-13 22:08:49.387296+00:00,58.25,10,25,292,175,0,3,mobile,credit_card,FR-PAR,2.91,0,0,10,52.06,electronics,0
TXN-100456,2026-08-14 10:10:13.387296+00:00,24.44,11,65,1367,62,2,1,desktop,credit_card,FR-PAR,5.22,1,0,8,22.35,travel,0
TXN-100457,2026-08-14 17:30:00.387296+00:00,71.83,9,54,290,29,0,2,mobile,credit_card,FR-PAR,2.17,0,0,1,72.61,digital_goods,0
TXN-100458,2026-08-14 22:49:25.387296+00:00,310.97,15,20,220,37,0,0,mobile,paypal,SG-SIN,3.03,2,0,0,137.05,luxury,0
TXN-100459,2026-08-15 02:54:57.387296+00:00,112.44,15,35,168,40,0,1,mobile,credit_card,AU-SYD,0.75,1,0,3,50.11,grocery,0
TXN-100460,2026-08-15 09:10:03.387296+00:00,58.34,13,30,1014,14,1,1,desktop,credit_card,US-NY,2.61,0,1,4,119.32,fashion,0
TXN-100461,2026-08-15 13:26:16.387296+00:00,102.09,8,38,44,87,0,1,mobile,paypal,DE-BER,0.46,5,0,2,44.0,fashion,0
TXN-100462,2026-08-15 13:30:39.387296+00:00,97.59,12,43,146,163,0,4,mobile,wallet,US-NY,0.55,0,0,7,93.45,fashion,0
TXN-100463,2026-08-15 13:30:59.387296+00:00,143.0,6,50,879,56,0,0,desktop,paypal,US-TX,2.5,0,0,11,155.66,digital_goods,0
TXN-100464,2026-08-15 19:35:32.387296+00:00,170.92,13,63,28,32,0,0,mobile,debit_card,GB-LON,1.15,2,0,2,121.49,fashion,0
TXN-100465,2026-08-16 04:49:04.387296+00:00,201.37,22,63,105,52,1,1,desktop,credit_card,IN-DEL,3.62,0,0,9,173.56,subscriptions,1
TXN-100466,2026-08-16 09:58:28.387296+00:00,48.72,13,69,95,42,1,3,mobile,debit_card,BR-SAO,2.06,0,0,3,88.49,luxury,0
TXN-100467,2026-08-16 16:26:42.387296+00:00,61.24,18,63,115,84,0,1,mobile,bank_transfer,GB-LON,7.5,0,0,0,65.04,subscriptions,0
TXN-100468,2026-08-16 17:41:30.387296+00:00,72.44,19,62,33,92,0,1,mobile,bank_transfer,US-CA,0.66,0,0,8,52.23,electronics,0
TXN-100469,2026-08-16 17:58:57.387296+00:00,109.56,7,40,323,38,0,2,mobile,credit_card,US-NY,5.56,1,0,1,80.24,fashion,1
TXN-100470,2026-08-17 05:02:18.387296+00:00,98.89,12,51,167,6,0,0,mobile,credit_card,AU-SYD,2.74,0,1,2,129.12,digital_goods,0
TXN-100471,2026-08-17 14:28:40.387296+00:00,109.52,12,33,279,31,0,0,mobile,credit_card,US-NY,1.97,0,1,3,141.25,electronics,0
TXN-100472,2026-08-17 14:36:34.387296+00:00,77.73,17,42,1413,48,0,1,mobile,debit_card,GB-LON,1.82,0,0,4,133.3,electronics,0
TXN-100473,2026-08-17 17:09:36.387296+00:00,39.03,21,45,1276,63,0,3,tablet,paypal,SG-SIN,1.49,0,0,1,62.54,digital_goods,0
TXN-100474,2026-08-17 18:20:54.387296+00:00,40.42,13,19,184,31,0,2,mobile,bank_transfer,US-CA,3.33,0,0,2,54.46,subscriptions,0
TXN-100475,2026-08-18 00:00:34.387296+00:00,48.3,16,68,309,20,0,1,mobile,bank_transfer,US-CA,6.34,0,0,3,178.23,electronics,0
TXN-100476,2026-08-18 04:20:07.387296+00:00,84.36,0,45,309,211,0,4,desktop,credit_card,US-CA,4.41,0,1,10,55.95,luxury,0
TXN-100477,2026-08-18 05:38:03.387296+00:00,455.0,10,48,414,10,4,2,mobile,credit_card,GB-LON,3.23,0,0,5,81.95,fashion,0
TXN-100478,2026-08-18 09:43:18.387296+00:00,33.62,0,51,342,24,0,1,desktop,bank_transfer,FR-PAR,0.65,0,1,4,35.16,grocery,0
TXN-100479,2026-08-18 11:24:15.387296+00:00,71.79,11,76,1649,25,0,0,mobile,credit_card,GB-LON,2.52,0,0,13,78.93,luxury,0
TXN-100480,2026-08-18 12:09:16.387296+00:00,46.37,4,19,548,39,1,1,mobile,credit_card,IN-DEL,4.33,2,0,10,59.3,digital_goods,1
TXN-100481,2026-08-18 12:42:15.387296+00:00,27.67,14,34,193,42,0,0,desktop,debit_card,AU-SYD,7.02,2,0,14,30.98,electronics,0
TXN-100482,2026-08-18 17:46:46.387296+00:00,44.71,17,54,830,23,0,1,mobile,debit_card,US-NY,0.92,1,0,0,57.51,electronics,0
TXN-100483,2026-08-19 05:37:06.387296+00:00,37.33,15,64,540,30,0,1,desktop,credit_card,BR-SAO,0.57,0,0,2,41.9,luxury,0
TXN-100484,2026-08-19 11:48:18.387296+00:00,86.78,14,50,94,13,0,0,mobile,debit_card,IN-DEL,6.75,1,0,12,76.06,grocery,0
TXN-100485,2026-08-19 14:24:09.387296+00:00,38.8,14,68,1191,17,0,0,desktop,credit_card,DE-BER,2.17,0,1,0,64.96,grocery,0
TXN-100486,2026-08-19 20:01:40.387296+00:00,61.94,7,51,197,23,0,3,mobile,bank_transfer,DE-BER,1.14,1,0,16,92.56,electronics,0
TXN-100487,2026-08-19 22:03:44.387296+00:00,9.08,20,55,604,5,0,0,desktop,credit_card,AU-SYD,3.58,0,0,1,24.96,grocery,1
TXN-100488,2026-08-19 22:14:53.387296+00:00,82.12,17,64,427,15,0,1,mobile,credit_card,US-CA,3.14,0,1,4,78.62,fashion,0
TXN-100489,2026-08-20 05:02:43.387296+00:00,79.47,7,65,523,171,0,3,mobile,credit_card,US-NY,2.98,0,0,5,89.96,travel,0
TXN-100490,2026-08-20 10:24:47.387296+00:00,103.25,18,46,83,15,0,0,mobile,bank_transfer,FR-PAR,1.57,3,0,7,83.74,subscriptions,0
TXN-100491,2026-08-20 10:37:51.387296+00:00,84.76,5,27,61,43,0,0,desktop,credit_card,AU-SYD,2.84,0,0,17,67.24,electronics,0
TXN-100492,2026-08-20 12:01:06.387296+00:00,57.33,15,58,482,5,0,2,mobile,debit_card,AU-SYD,3.66,1,1,2,27.29,fashion,0
TXN-100493,2026-08-20 12:11:40.387296+00:00,106.41,21,32,310,37,0,2,tablet,credit_card,BR-SAO,1.45,1,0,10,70.15,fashion,0
TXN-100494,2026-08-20 17:13:56.387296+00:00,272.81,21,72,166,34,0,3,mobile,paypal,US-TX,3.22,4,0,3,188.5,grocery,0
TXN-100495,2026-08-21 03:47:11.387296+00:00,53.57,10,71,64,23,0,3,desktop,credit_card,GB-LON,3.06,1,0,4,30.64,digital_goods,0
TXN-100496,2026-08-21 06:28:51.387296+00:00,336.83,21,63,196,2,0,0,desktop,credit_card,AU-SYD,0.96,0,0,1,156.69,fashion,0
TXN-100497,2026-08-21 07:36:28.387296+00:00,62.67,14,24,274,27,0,0,desktop,debit_card,GB-LON,8.63,0,0,12,64.98,grocery,0
TXN-100498,2026-08-21 14:57:30.387296+00:00,23.67,16,76,79,5,0,1,mobile,debit_card,IN-DEL,6.61,0,0,6,29.6,electronics,0
TXN-100499,2026-08-22 18:26:26.387296+00:00,38.34,21,22,540,35,0,1,mobile,paypal,IN-DEL,0.53,0,0,8,33.98,travel,0
